,重量,貨名,單價,單位,倉位,date,Origin,brand,name,grade,category
3483,抄,紐 canterbury 20-22oz 法式8支骨 (綠彩袋),$ 1 04.0,磅,其士,20-nov-23.pdf,紐,canterbury,20-22oz 法式8支骨 (綠彩袋),8支骨,
3484,抄,紐 affco 羊仔骨排 16-18oz 法式8支骨,$ 1 04.0,磅,其士,20-nov-23.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3485,抄,紐 affco 羊仔骨排 14-16oz 法式8支骨,$ 1 04.0,磅,其士,20-nov-23.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3486,抄,澳 midfield 羊t骨,$ 2 2.0,磅,其士,20-nov-23.pdf,澳,midfield,羊t骨,,Lamb
3487,抄**,紐 affco 羊仔後膝,$ 3 6.5,磅,其士,20-nov-23.pdf,紐,affco,羊仔後膝,,Lamb
3488,抄,紐 silver fern 羊仔後膝,$ 3 6.5,磅,其士,20-nov-23.pdf,紐,silver fern,羊仔後膝,,Lamb
3489,抄**,紐 affco 羊仔髀帶骨,$ 2 6.0,磅,其士,20-nov-23.pdf,紐,affco,羊仔髀帶骨,帶骨,Lamb
3490,抄,紐 silver fern 羊仔髀帶骨,$ 3 5.0,磅,其士,20-nov-23.pdf,紐,silver fern,羊仔髀帶骨,帶骨,Lamb
3491,抄**,澳 midfield 羊仔髀肉,$ 2 8.5,磅,其士,20-nov-23.pdf,澳,midfield,羊仔髀肉,,Lamb
3492,抄**,澳 midfield 羊仔髀肉 (chump off),$ 2 9.5,磅,其士,20-nov-23.pdf,澳,midfield,羊仔髀肉,chump off,Lamb
3493,抄,紐 affco 羊仔髀肉 無網,$ 3 3.0,磅,其士,20-nov-23.pdf,紐,affco,羊仔髀肉,,Lamb
3494,抄,荷 tboer 白牛仔湯骨,$ 7 .0,磅,其士,29-may-23.pdf,荷,tboer,白牛仔湯骨,,Pork
3495,抄**,荷 tboer 白牛仔扒,$ 7 0.0,磅,其士,29-may-23.pdf,荷,tboer,牛仔扒,,Beef
3496,抄,荷 tboer 白牛仔扒 (短切2 rib),$ 6 8.0,磅,其士,29-may-23.pdf,荷,tboer,牛仔扒,短,Beef
3497,抄,荷 tboer 白牛仔柳,$ 100.0,磅,其士,29-may-23.pdf,荷,tboer,白牛仔柳,,Beef
3498,10kg,阿 frimsa 牛肺,$ 5 .0,磅,其士,29-may-23.pdf,阿,frimesa,牛肺,,Beef
3499,12kg,阿 forres 牛百葉,$ 2 6.5,磅,其士,29-may-23.pdf,阿,forres,牛百葉,,Beef
3500,抄,巴 gejota 牛金錢肚,$ 2 1.0,磅,其士,29-may-23.pdf,巴,gejota,牛金錢肚,,Beef
3501,10kg,阿 ifssa 牛骨髓,$ 2 8.0,磅,其士,29-may-23.pdf,阿,ifssa,牛骨髓,,Beef
3502,20kg,紐 affco 牛肚,$ 7 .5,磅,其士,29-may-23.pdf,紐,affco,牛肚,,Beef
3503,22.5kg,澳 swift 牛肚,$ 6 .8,磅,其士,29-may-23.pdf,澳,swift,牛肚,,Beef
3504,20kg,阿 offal 牛孖筋 p-4407,$ 6 .5,磅,其士,29-may-23.pdf,阿,offal,牛孖筋,,Beef
3505,15kg,阿 bustos 牛孖筋 p-2090/4750,$ 7 .0,磅,其士,29-may-23.pdf,阿,bustos,牛孖筋,,Beef
3506,12kg,阿 ifssa 牛孖筋,$ 6 .0,磅,其士,29-may-23.pdf,阿,ifssa,牛孖筋,,Beef
3507,15kg,阿 forres 牛孖筋,$ 5 .5,磅,其士,29-may-23.pdf,阿,forres,牛孖筋,,Beef
3508,抄**,巴 pantanal 牛孖筋,$ 8 .0,磅,其士,29-may-23.pdf,巴,pantanal,牛孖筋,,Beef
3509,抄,巴 lkj 牛孖筋,$ 8 .0,磅,其士,29-may-23.pdf,巴,lkj,牛孖筋,,Beef
3510,抄,巴 sao francisco 牛孖筋,$ 8 .0,磅,其士,29-may-23.pdf,巴,sao francisco,牛孖筋,,Beef
3511,抄,巴 sao francisco 牛孖筋 (短),$ 5 .5,磅,其士,29-may-23.pdf,巴,sao francisco,牛孖筋,短,Beef
3512,15kg,阿 bustos 牛大腸,$ 5 .0,磅,其士,29-may-23.pdf,阿,bustos,牛大腸,,Beef
3513,抄,巴 gejota 牛舌 p-847,$ 1 0.5,磅,其士,29-may-23.pdf,巴,gejota,牛舌,,Beef
3514,抄,巴 seara 豬梅肉,$ 1 1.2,磅,其士,29-may-23.pdf,巴,seara,豬梅肉,,Pork
3515,25kg,波 animex 豬梅肉,$ 1 6.8,磅,其士,29-may-23.pdf,波,excel,豬梅肉,,Pork
3516,抄,美 smithfield vp6 豬梅肉,$ 2 2.0,磅,其士,29-may-23.pdf,美,smithfield,豬梅肉,,Pork
3517,抄,美 i.b.p kata rosa 豬梅肉,$ 2 3.0,磅,其士,29-may-23.pdf,美,ibp,豬梅肉,,Pork
3518,25kg*,巴 aurora 豬二肉,$ 9 .8,磅,其士,29-may-23.pdf,巴,aurora,豬二肉,,Pork
3519,抄,巴 boi brasil 牛柳頭 1-1.5k,$ 2 1.5,磅,其士,26-feb-24.pdf,巴,boi brasil,牛柳頭,,Beef
3520,抄,巴 masterboi 牛柳頭 1.5k+,$ 2 2.5,磅,其士,26-feb-24.pdf,巴,boi brasil,牛柳頭,,Beef
3521,抄,巴 quality beef 牛柳頭 1.5-2k,$ 2 2.5,磅,其士,26-feb-24.pdf,巴,quality beef,牛柳頭,,Beef
3522,抄,巴 plena 牛柳頭 2k+,$ 2 3.5,磅,其士,26-feb-24.pdf,巴,plena,牛柳頭,,Beef
3523,抄,巴 dom glutao 牛柳頭 2k+,$ 2 3.5,磅,其士,26-feb-24.pdf,巴,dom glutao,牛柳頭,,Beef
3524,抄,美 i. b. p. 牛肉眼 cab prime,$ 1 34.0,磅,其士,26-feb-24.pdf,美,ibp,牛肉眼,,Beef
3525,抄,加 canadian diamond 牛肉眼 (2x2) p-38 cab,$ 1 03.0,磅,其士,26-feb-24.pdf,加,canadian diamond,牛肉眼,2x2,Beef
3526,抄,加 clear river 牛肉眼 (2x2) nr p-38,$ 6 0.0,磅,其士,26-feb-24.pdf,加,clear river ,牛肉眼,2x2,Beef
3527,抄,加 excel 牛肉眼 (2x2) nr p-93,$ 6 0.0,磅,其士,26-feb-24.pdf,加,excel,牛肉眼,2x2,Beef
3528,抄,紐 affco 牛肉眼 ps 4k+,$ 4 5.0,磅,其士,26-feb-24.pdf,紐,affco,牛肉眼,,Beef
3529,抄,阿 friarsa 牛肉眼 (s),$ 3 6.0,磅,其士,26-feb-24.pdf,阿,friarsa,牛肉眼,,Beef
3530,抄,美 i. b. p. 燒牛肉 cab,$ 1 05.0,磅,其士,26-feb-24.pdf,美,ibp,燒牛肉,,Beef
3531,抄,美 i. b. p. 斧頭扒 cab,$ 9 5.0,磅,其士,26-feb-24.pdf,美,ibp,斧頭扒,,Beef
3532,抄,巴 anglo 西冷 4k+,$ 2 3.0,磅,其士,26-feb-24.pdf,西,anglo,西冷,,Beef
3533,抄,巴 boi brasil 西冷 4k+,$ 2 2.0,磅,其士,26-feb-24.pdf,西,boi brasil,西冷,,Beef
3534,抄,巴 gejota 西冷 4k+,$ 2 3.0,磅,其士,26-feb-24.pdf,西,gejota,西冷,,Beef
3535,抄,巴 pantanal 西冷 4k+,$ 2 2.5,磅,其士,26-feb-24.pdf,西,pantanal,西冷,,Beef
3536,抄,巴 plena 西冷 4k+,$ 2 2.5,磅,其士,26-feb-24.pdf,西,plena,西冷,,Beef
3537,抄,美 i. b. p. 西冷 cab prime 0x1,$ 1 03.0,磅,其士,26-feb-24.pdf,西,ibp,西冷,,Beef
3538,抄,美 iowa premium 西冷 prime 0x1 (兩條裝),$ 9 8.0,磅,其士,26-feb-24.pdf,西,iowa premium ,西冷,兩條裝,Beef
3539,抄,美 i. b. p. 西冷 cab 0x1,$ 7 3.0,磅,其士,26-feb-24.pdf,西,ibp,西冷,,Beef
3540,抄,紐 affco 西冷 bull 3-4.5k,$ 2 4.0,磅,其士,26-feb-24.pdf,西,affco,西冷,3-4,Beef
3541,抄,紐 anzco 西冷 ps 4k+,$ 3 9.0,磅,其士,26-feb-24.pdf,西,anzco,西冷,,Beef
3542,抄,紐 silver fern 西冷 ps 4k+,$ 3 9.0,磅,其士,26-feb-24.pdf,西,silver fern,西冷,,Beef
3543,抄,紐 affco 西冷 pb 3k+,$ 2 4.0,磅,其士,26-feb-24.pdf,西,affco,西冷,,Beef
3544,抄,阿 conallison 西冷 (s),$ 3 5.0,磅,其士,26-feb-24.pdf,西,conallison,西冷,,Beef
3545,抄,巴 anglo 3-4 lb 牛柳,$ 3 7.0,磅,其士,26-feb-24.pdf,巴,anglo,牛柳,3-4,Beef
3546,抄,巴 masterboi 3-4 lb 牛柳,$ 3 7.0,磅,其士,26-feb-24.pdf,巴,boi brasil,牛柳,3-4,Beef
3547,抄,巴 anglo 4-5 lb 牛柳,$ 3 7.0,磅,其士,26-feb-24.pdf,巴,anglo,牛柳,,Beef
3548,抄,巴 dom glutao 4-5 lb 牛柳,$ 3 7.0,磅,其士,26-feb-24.pdf,巴,dom glutao,牛柳,,Beef
3549,抄,巴 masterboi 4-5 lb 牛柳,$ 3 7.0,磅,其士,26-feb-24.pdf,巴,boi brasil,牛柳,,Beef
3550,12kg,阿 bustos 牛百葉 p-4750,$ 2 3.0,磅,其士,26-feb-24.pdf,阿,bustos,牛百葉,,Beef
3551,抄,阿 ifssa 牛百葉,$ 2 3.0,磅,其士,26-feb-24.pdf,阿,ifssa,牛百葉,,Beef
3552,12kg,阿 forres 牛百葉,$ 2 3.0,磅,其士,26-feb-24.pdf,阿,forres,牛百葉,,Beef
3553,12kg,阿 bustos 牛金錢肚,$ 1 5.5,磅,其士,26-feb-24.pdf,阿,bustos,牛金錢肚,,Beef
3554,15kg,巴 pantanal 牛金錢肚,$ 1 6.5,磅,其士,26-feb-24.pdf,巴,pantanal,牛金錢肚,,Beef
3555,抄,澳 amh 牛金錢肚 p-384,$ 1 8.5,磅,其士,26-feb-24.pdf,澳,amh,牛金錢肚,,Beef
3556,10kg,阿 ifssa 牛骨髓,$ 1 8.0,磅,其士,26-feb-24.pdf,阿,ifssa,牛骨髓,,Beef
3557,20kg*,紐 affco 牛肚,$ 6.5,磅,其士,26-feb-24.pdf,紐,affco,牛肚,,Beef
3558,15kg,阿 forres 牛孖筋,$ 9.8,磅,其士,26-feb-24.pdf,阿,forres,牛孖筋,,Beef
3559,20kg,阿 offal 牛孖筋 p-4407,$ 9.8,磅,其士,26-feb-24.pdf,阿,offal,牛孖筋,,Beef
3560,10kg*,阿 meatex 牛孖筋,$ 9.8,磅,其士,26-feb-24.pdf,阿,excel,牛孖筋,,Beef
3561,抄**,阿 meatex 牛孖筋,$ 9.6,磅,其士,26-feb-24.pdf,阿,excel,牛孖筋,,Beef
3562,抄**,巴 minerva 牛孖筋,$ 1 3.0,磅,其士,26-feb-24.pdf,巴,minerva,牛孖筋,,Beef
3563,抄**,巴 plena 牛孖筋,$ 1 4.0,磅,其士,26-feb-24.pdf,巴,plena,牛孖筋,,Beef
3564,抄,巴 gejota 牛孖筋,$ 1 5.0,磅,其士,26-feb-24.pdf,巴,gejota,牛孖筋,,Beef
3565,抄,巴 pantanal 牛孖筋,$ 1 4.5,磅,其士,26-feb-24.pdf,巴,pantanal,牛孖筋,,Beef
3566,13kg,阿 frimsa 牛膀,$ 5.2,磅,其士,26-feb-24.pdf,阿,frimesa,牛膀,,Beef
3567,抄,巴 minerva 牛膀,$ 4.6,磅,其士,26-feb-24.pdf,巴,minerva,牛膀,,Beef
3568,15kg,阿 frimsa 牛小腸,$ 6.6,磅,其士,26-feb-24.pdf,阿,frimesa,牛小腸,,Beef
3569,10kg,阿 ifssa 牛小腸,$ 6.6,磅,其士,26-feb-24.pdf,阿,ifssa,牛小腸,,Beef
3570,10kg,阿 ifssa 牛大腸,$ 6.6,磅,其士,26-feb-24.pdf,阿,ifssa,牛大腸,,Beef
3571,10kg,阿 frimsa 牛尾,$ 1 3.8,磅,其士,26-feb-24.pdf,阿,frimesa,牛尾,,Beef
3572,10kg,阿 meatex 牛尾,$ 1 3.8,磅,其士,26-feb-24.pdf,阿,excel,牛尾,,Beef
3573,10kg,阿 forres 牛尾,$ 1 3.8,磅,其士,26-feb-24.pdf,阿,forres,牛尾,,Beef
3574,10kg,阿 ifssa 牛尾,$ 1 3.8,磅,其士,26-feb-24.pdf,阿,ifssa,牛尾,,Beef
3575,抄,巴 anglo 牛尾,$ 1 5.0,磅,其士,26-feb-24.pdf,巴,anglo,牛尾,,Beef
3576,抄,巴 mataboi 牛尾,$ 1 6.5,磅,其士,26-feb-24.pdf,巴,boi brasil,牛尾,,Beef
3577,抄,巴 pantanal 牛尾,$ 1 5.0,磅,其士,26-feb-24.pdf,巴,pantanal,牛尾,,Beef
3578,抄,巴 plena 牛尾,$ 1 5.0,磅,其士,26-feb-24.pdf,巴,plena,牛尾,,Beef
3579,抄,巴 mataboi 牛舌,$ 1 2.5,磅,其士,26-feb-24.pdf,巴,boi brasil,牛舌,,Beef
3580,20kg*,巴 alibem 豬頸湯骨,$ 4.5,磅,其士,26-feb-24.pdf,巴,alibem,豬頸湯骨,,Pork
3581,10kg,波 animex 豬頸湯骨,$ 4.1,磅,其士,26-feb-24.pdf,波,excel,豬頸湯骨,,Pork
3582,20kg,波 豬脊骨 pl30251102,$ 3.2,磅,其士,26-feb-24.pdf,波,,波 豬脊骨 pl30251102,,Pork
3583,抄,波 animex 豬腩排條 wide cut,$ 1 0.5,磅,其士,26-feb-24.pdf,波,excel,豬腩排條,,Pork
3584,10kg,巴 aurora 豬腩排條,$ 1 1.0,磅,其士,26-feb-24.pdf,巴,aurora,豬腩排條,,Pork
3585,抄,紐 ovation 羊仔肩捲肉 網裝,$ 3 0.0,磅,其士,26-feb-24.pdf,紐,ovation,羊仔肩捲肉,網裝,Lamb
3586,抄,紐 tk 羊仔肩捲肉 網裝,$ 3 0.0,磅,其士,26-feb-24.pdf,紐,tk,羊仔肩捲肉,網裝,Lamb
3587,抄,紐 silver fern 羊仔肩捲肉 網裝,$ 4 9.5,磅,其士,26-feb-24.pdf,紐,silver fern,羊仔肩捲肉,網裝,Lamb
3588,抄,紐 tk 羊仔肩捲肉 筒裝,$ 3 1.0,磅,其士,26-feb-24.pdf,紐,tk,羊仔肩捲肉,筒裝,Lamb
3589,抄,澳 midfield 羊仔肩有骨方切,$ 2 5.0,磅,其士,26-feb-24.pdf,澳,midfield,羊仔肩有骨方切,有骨,Lamb
3590,抄,澳 midfield 羊仔骨排 方切,$ 3 8.0,磅,其士,26-feb-24.pdf,澳,midfield,羊仔骨排,方切,Lamb
3591,抄,"澳 midfield 羊仔骨排 法式 cap off (單塊裝 , 有label)",$ 1 04.0,磅,其士,26-feb-24.pdf,澳,midfield,羊仔骨排,單塊裝,Lamb
3592,抄,紐 canterbury 20-22oz 法式8支骨 (綠彩袋),$ 1 04.0,磅,其士,26-feb-24.pdf,紐,canterbury,20-22oz 法式8支骨 (綠彩袋),8支骨,
3593,抄,紐 silver fern 羊仔骨排 16-18oz 法式8支骨,$ 1 05.0,磅,其士,26-feb-24.pdf,紐,silver fern,羊仔骨排,8支骨,Lamb
3594,抄,紐 affco 羊仔骨排 16-18oz 法式8支骨,$ 9 3.0,磅,其士,26-feb-24.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3595,抄,紐 silver fern 羊仔骨排 14-16oz 法式8支骨,$ 1 05.0,磅,其士,26-feb-24.pdf,紐,silver fern,羊仔骨排,8支骨,Lamb
3596,抄,紐 affco 羊仔骨排 14-16oz 法式8支骨,$ 9 3.0,磅,其士,26-feb-24.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3597,抄,紐 ovation 羊仔腩肉 karubi 500 gm/包,$ 3 8.0,磅,其士,26-feb-24.pdf,紐,ovation,羊仔腩,,Lamb
3598,抄,澳 midfield 羊t骨,$ 2 2.0,磅,其士,26-feb-24.pdf,澳,midfield,羊t骨,,Lamb
3599,抄,紐 silver fern 羊仔後膝,$ 3 7.5,磅,其士,26-feb-24.pdf,紐,silver fern,羊仔後膝,,Lamb
3600,抄,紐 affco 羊仔後膝,$ 3 6.5,磅,其士,26-feb-24.pdf,紐,affco,羊仔後膝,,Lamb
3601,抄,澳 midfield 羊仔髀帶骨 chump off,$ 2 6.0,磅,其士,26-feb-24.pdf,澳,midfield,羊仔髀帶骨,帶骨,Lamb
3602,抄,紐 silver fern 羊仔髀帶骨,$ 3 5.0,磅,其士,26-feb-24.pdf,紐,silver fern,羊仔髀帶骨,帶骨,Lamb
3603,抄,紐 ovation 羊仔髀帶骨,$ 2 6.0,磅,其士,26-feb-24.pdf,紐,ovation,羊仔髀帶骨,帶骨,Lamb
3604,抄,紐 tk 羊仔髀帶骨,$ 2 6.0,磅,其士,26-feb-24.pdf,紐,tk,羊仔髀帶骨,帶骨,Lamb
3605,抄,加 canadian diamond 金 錢 𦟌,$ 2 8.0,磅,其士,24 april-23.pdf,加,canadian diamond,金 錢 𦟌,,
3606,抄,加 excel 金 錢 𦟌,$ 2 8.0,磅,其士,24 april-23.pdf,加,excel,金 錢 𦟌,,
3607,抄,美 excel 金 錢 𦟌 choice,$ 2 8.0,磅,其士,24 april-23.pdf,美,excel,金 錢 𦟌 choice,,
3608,抄,美 i. b. p 金 錢 𦟌 choice (有label),$ 3 7.0,磅,其士,24 april-23.pdf,美,ibp,金 錢 𦟌 choice (有label),,
3609,抄,美 national 金 錢 𦟌,$ 3 5.5,磅,其士,24 april-23.pdf,美,national beef,金 錢 𦟌,,
3610,抄,美 excel 金 錢 𦟌 nr,$ 2 8.0,磅,其士,24 april-23.pdf,美,excel,金 錢 𦟌 nr,,
3611,抄,美 i. b. p 金 錢 𦟌 nr (有label),$ 3 7.0,磅,其士,24 april-23.pdf,美,ibp,金 錢 𦟌 nr (有label),,
3612,抄,巴 lkj 金 錢 𦟌 (conical muscle),$ 2 0.0,磅,其士,24 april-23.pdf,巴,lkj,金 錢 𦟌 (conical muscle),,
3613,抄,巴 sao francisco 金 錢 𦟌 (conical muscle),$ 2 0.0,磅,其士,24 april-23.pdf,巴,sao francisco,金 錢 𦟌 (conical muscle),,
3614,抄,巴 mataboi 牛 前 𦟌,$ 1 2.0,磅,其士,24 april-23.pdf,巴,boi brasil,牛 前 𦟌,,Beef
3615,抄,巴 mataboi 牛 後 𦟌,$ 1 2.0,磅,其士,24 april-23.pdf,巴,boi brasil,牛 後 𦟌,,Beef
3616,抄,巴 boi brasil 牛柳頭 1-1.5k,$ 2 4.0,磅,其士,24 april-23.pdf,巴,boi brasil,牛柳頭,,Beef
3617,抄,巴 pantanal 牛柳頭 1.5-2k,$ 2 4.5,磅,其士,24 april-23.pdf,巴,pantanal,牛柳頭,,Beef
3618,抄,巴 plena 牛柳頭 1.5-2k,$ 2 4.5,磅,其士,24 april-23.pdf,巴,plena,牛柳頭,,Beef
3619,抄,巴 boi brasil 牛柳頭 1.5-2k,$ 2 4.5,磅,其士,24 april-23.pdf,巴,boi brasil,牛柳頭,,Beef
3620,抄,巴 quality beef 牛柳頭 1.5-2k,$ 2 4.5,磅,其士,24 april-23.pdf,巴,quality beef,牛柳頭,,Beef
3621,抄,紐 affco 4k+ 牛肉眼 ps,$ 6 7.0,磅,其士,24 april-23.pdf,紐,affco,牛肉眼,,Beef
3622,抄,阿 friarsa 牛肉眼 (s),$ 3 6.0,磅,其士,24 april-23.pdf,阿,friarsa,牛肉眼,,Beef
3623,抄,美 excel 牛肉眼 (2x2) p-86k cab(兩條裝),$ 9 0.0,磅,其士,24 april-23.pdf,美,excel,牛肉眼,2x2,Beef
3624,抄,加 canadian diamond 牛肉眼 (2x2) p-38 cab,$ 9 0.0,磅,其士,24 april-23.pdf,加,canadian diamond,牛肉眼,2x2,Beef
3625,抄,美 i. b. p. 牛肉眼 cab (5條裝),$ 9 2.0,磅,其士,24 april-23.pdf,美,ibp,牛肉眼,5條裝,Beef
3626,抄,美 national 牛肉眼 cab 12lb上 (2條裝),$ 9 3.0,磅,其士,24 april-23.pdf,美,national beef,牛肉眼,2條裝,Beef
3627,抄,加 clear river 牛肉眼 (2x2) nr p-38,$ 5 5.0,磅,其士,24 april-23.pdf,加,clear river ,牛肉眼,2x2,Beef
3628,抄,加 excel 牛肉眼 (2x2) nr p-93,$ 5 5.0,磅,其士,24 april-23.pdf,加,excel,牛肉眼,2x2,Beef
3629,抄,美 i. b. p. 牛肉眼 nr,$ 5 5.0,磅,其士,24 april-23.pdf,美,ibp,牛肉眼,,Beef
3630,抄,美 excel 肥牛肉 pastrami prime86k 6x12,$ 4 4.5,磅,其士,24 april-23.pdf,美,excel,肥牛肉 pastrami prime86k 6x12,,Beef
3631,抄,美 excel 肥牛肉 pastrami stering silver 6x12,$ 4 2.5,磅,其士,24 april-23.pdf,美,excel,肥牛肉 pastrami stering silver 6x12,,Beef
3632,抄,美national 肥牛肉 plate eye choice 6x12,$ 5 0.0,磅,其士,24 april-23.pdf,美,national beef,肥牛肉 plate eye choice 6x12,,Beef
3633,抄,美 excel 肥牛肉 pastrami choice 6x12,$ 4 1.0,磅,其士,24 april-23.pdf,美,excel,肥牛肉 pastrami choice 6x12,,Beef
3634,抄,美 ibp 肥牛肉 pastrami choice 6x12,$ 4 2.0,磅,其士,24 april-23.pdf,美,ibp,肥牛肉 pastrami choice 6x12,,Beef
3635,抄,美 excel 肥牛肉 pastrami prime 9x12,$ 3 6.0,磅,其士,24 april-23.pdf,美,excel,肥牛肉 pastrami prime 9x12,9x12,Beef
3636,抄,墨 sukarne 肥牛肉 (super obento plate),$ 2 1.0,磅,其士,24 april-23.pdf,墨,sukarne,肥牛肉 (super obento plate),,Beef
3637,抄,英國 肥牛肉 super upper plate,$ 2 2.5,磅,其士,24 april-23.pdf,英,pif paf,er plate,,
3638,抄,美 i. b. p. karubi prime,$ 3 7.0,磅,其士,24 april-23.pdf,美,ibp,karubi prime,,
3639,抄,美 i. b. p. karubi cab,$ 3 7.0,磅,其士,24 april-23.pdf,美,ibp,karubi cab,,
3640,抄,美 i. b. p. 橫隔肌 cab,$ 5 4.0,磅,其士,24 april-23.pdf,美,ibp,橫隔肌,,Beef
3641,抄,美 i. b. p. 橫隔肌 choice,$ 4 8.0,磅,其士,24 april-23.pdf,美,ibp,橫隔肌,,Beef
3642,抄,巴 minerva 牛肺,$ 4 .3,磅,其士,24 april-23.pdf,巴,minerva,牛肺,,Beef
3643,12kg,阿 forres 牛百葉,$ 2 6.5,磅,其士,24 april-23.pdf,阿,forres,牛百葉,,Beef
3644,12kg,阿 forres 牛金錢肚,$ 1 7.5,磅,其士,24 april-23.pdf,阿,forres,牛金錢肚,,Beef
3645,抄,巴 gejota 牛金錢肚,$ 2 1.0,磅,其士,24 april-23.pdf,巴,gejota,牛金錢肚,,Beef
3646,10kg,阿 ifssa 牛骨髓,$ 2 8.0,磅,其士,24 april-23.pdf,阿,ifssa,牛骨髓,,Beef
3647,22.5kg,澳 swift 牛肚,$ 7 .0,磅,其士,24 april-23.pdf,澳,swift,牛肚,,Beef
3648,15kg,阿 bustos 牛孖筋 p-2090,$ 7 .0,磅,其士,24 april-23.pdf,阿,bustos,牛孖筋,,Beef
3649,12kg,阿 ifssa 牛孖筋,$ 6 .0,磅,其士,24 april-23.pdf,阿,ifssa,牛孖筋,,Beef
3650,15kg,阿 forres 牛孖筋,$ 6 .0,磅,其士,24 april-23.pdf,阿,forres,牛孖筋,,Beef
3651,抄,巴 gejota 牛孖筋,$ 9 .5,磅,其士,24 april-23.pdf,巴,gejota,牛孖筋,,Beef
3652,30kg,巴 mataboi 牛孖筋,$ 9 .5,磅,其士,24 april-23.pdf,巴,boi brasil,牛孖筋,,Beef
3653,抄,巴 lkj 牛孖筋,$ 8 .5,磅,其士,24 april-23.pdf,巴,lkj,牛孖筋,,Beef
3654,抄,巴 boi brasil 牛孖筋,$ 8 .5,磅,其士,24 april-23.pdf,巴,boi brasil,牛孖筋,,Beef
3655,抄,巴 sao francisco 牛孖筋,$ 8 .5,磅,其士,24 april-23.pdf,巴,sao francisco,牛孖筋,,Beef
3656,抄,巴 sao francisco 牛孖筋 (短),$ 5 .5,磅,其士,24 april-23.pdf,巴,sao francisco,牛孖筋,短,Beef
3657,20kg,波 豬腿筒骨 pl30251102,$ 3 .3,磅,其士,24 april-23.pdf,波,,豬腿筒骨,,Pork
3658,20kg,波 豬頸湯骨 pl30251102,$ 3 .6,磅,其士,24 april-23.pdf,波,,豬頸湯骨,,Pork
3659,20kg,荷 蘭 584 豬頸湯骨,$ 3 .6,磅,其士,24 april-23.pdf,荷,p584,豬頸湯骨,,Pork
3660,15kg,巴 seara 豬脊骨,$ 3 .4,磅,其士,24 april-23.pdf,巴,seara,豬脊骨,,Pork
3661,抄,波 animex 豬腩排條 (闊切),$ 9 .3,磅,其士,24 april-23.pdf,波,excel,豬腩排條,,Pork
3662,抄,德國 豬軟骨 de12384,$ 1 0.5,磅,其士,24 april-23.pdf,德,,豬軟骨,,Pork
3663,10kg*,荷 豬軟骨 p-584,$ 1 2.5,磅,其士,24 april-23.pdf,荷,p584,豬軟骨,,Pork
3664,10kg,挪 威 豬軟骨 p-no 109,$ 1 1.0,磅,其士,24 april-23.pdf,挪 威,p109,豬軟骨,,Pork
3665,抄,澳 gamemeat 白山羊帶皮16kg下胴體 原隻,$ 8 5.0,kg,其士,24 april-23.pdf,澳,gamemeat,白山羊帶皮,帶皮,Lamb
3666,抄,澳 midfield 羊仔肩捲肉 網裝,$ 4 2.5,磅,其士,24 april-23.pdf,澳,midfield,羊仔肩捲肉,網裝,Lamb
3667,抄,紐 tk 羊仔肩捲肉 筒裝,$ 4 2.5,磅,其士,24 april-23.pdf,紐,tk,羊仔肩捲肉,筒裝,Lamb
3668,抄,紐 anzco 羊仔肩捲肉 筒裝,$ 4 3.5,磅,其士,24 april-23.pdf,紐,anzco,羊仔肩捲肉,筒裝,Lamb
3669,抄,澳 midfield 羊仔肩有骨方切,$ 3 1.5,磅,其士,24 april-23.pdf,澳,midfield,羊仔肩有骨方切,有骨,Lamb
3670,抄,紐 affco 羊仔肩有骨方切,$ 3 1.5,磅,其士,24 april-23.pdf,紐,affco,羊仔肩有骨方切,有骨,Lamb
3671,抄,紐 silver fern 羊仔肩有骨方切,$ 3 1.5,磅,其士,24 april-23.pdf,紐,silver fern,羊仔肩有骨方切,有骨,Lamb
3672,抄,澳 midfield 羊仔骨排 方切,$ 4 4.0,磅,其士,24 april-23.pdf,澳,midfield,羊仔骨排,方切,Lamb
3673,抄,"澳 midfield 羊仔骨排 法式 cap off (單塊裝 , 有label)",$ 106.0,磅,其士,24 april-23.pdf,澳,midfield,羊仔骨排,單塊裝,Lamb
3674,抄,紐 canterbury 20-22oz 法式8支骨 (綠彩袋),$ 106.0,磅,其士,24 april-23.pdf,紐,canterbury,20-22oz 法式8支骨 (綠彩袋),8支骨,
3675,抄,紐 affco 羊仔骨排 16-18oz 法式8支骨,$ 106.0,磅,其士,24 april-23.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3676,抄,紐 affco 羊仔骨排 14-16oz 法式8支骨,$ 106.0,磅,其士,24 april-23.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3677,抄,紐 silver fern 羊仔骨排 14-16oz 法式8支骨,$ 120.0,磅,其士,24 april-23.pdf,紐,silver fern,羊仔骨排,8支骨,Lamb
3678,20kg,澳 midfield 羊仔腩,$ 1 8.0,磅,其士,24 april-23.pdf,澳,midfield,羊仔腩,,Lamb
3679,抄,澳 midfield 羊仔髀帶骨 chump off,$ 2 7.0,磅,其士,24 april-23.pdf,澳,midfield,羊仔髀帶骨,帶骨,Lamb
