,productName,productTag,supplier,category,packing,origin,brand,effectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
3553,JFC刺身帶子 S,,浩新,,10K,,,,,,,,,,270.00,kg,嘉1,
3554,JFC刺身帶子 2S,,浩新,,10K,,,,,,,,,,250.00,kg,嘉1,
3555,JFC刺身帶子 3S,,浩新,,10K,,,,,,,,,,235.00,kg,嘉1,
3556,Ichimasa 仿蟹柳 500克 x 20包,仿蟹柳,浩新,PREMADE,10K,,,,,,,,,,650.00,ctn,嘉1,
3557,KANKI 吉列蠔 500克(20粒)*10包*2箱/札,,浩新,,10K,,,,,,,,,,800.00,lb,嘉1,
3558,KANKI半殼焗蠔 110克(３隻)*10包*3箱/札,,浩新,,3.3K,,,,,,,,,,600.00,lb,嘉1,
3559,蒲燒鰻魚 30P 彩袋 獨立包裝 24條,,浩新,,10K,中國,,,,,,,,,清,ctn,嘉1,
3560,蒲燒鰻魚 35P 彩袋 獨立包裝 28條,,浩新,,10K,中國,,,,,,,,,清,ctn,嘉1,
3561,蒲燒鰻魚 40P 彩袋 獨立包裝 32條,,浩新,,10K,中國,,,,,,,,,1650.00,ctn,嘉1,
3562,蒲燒鰻魚 45P 彩袋 獨立包裝 36條,,浩新,,10K,中國,,,,,,,,,1680.00,ctn,嘉1,
3563,冷凍熟食豬肉雞肉香腸 660克 X 12包,,浩新,,7.92K,中國,,,,,,,,,92.50,kg,嘉1,
3564,冷凍熟食法蘭克福香腸 600克 X 10包,,浩新,,6K,中國,,,,,,,,,81.00,kg,嘉1,
3565,冷凍熟食維也納香腸 600克 X 10包,,浩新,,6K,中國,,,,,,,,,81.00,kg,嘉1,
3566,冷凍熟食豬排 500克 X 12包,,浩新,,6K,中國,,,,,,,,,88.00,kg,嘉1,
3567,脆炸吉列豬扒 600克 X 10包,豬扒,浩新,PORK,6K,中國,,,,,,,,,清,kg,嘉1,
3568,脆炸旋風薯捧 300克 X 12包,,浩新,,3.6K,中國,,,+300G,,,,,,70.00,kg,嘉1,
3569,SS和牛 - M34牛霖肉蓋,,浩新,,抄碼,紐西蘭,,,,,,,,,210.00,kg,nan,
3570,SS和牛 - M34牛臀心肉,,浩新,,抄碼,紐西蘭,,,,,,,,,130.00,kg,nan,
3571,SS和牛 - M34西冷,,浩新,,抄碼,紐西蘭,,,,,,,,,305.00,kg,nan,
3572,SS和牛 - M34肉眼,牛肉眼,浩新,BEEF,抄碼,紐西蘭,,,,,,,,,350.00,kg,nan,
3573,SS和牛 - M34牛柳,,浩新,,抄碼,紐西蘭,,,,,,,,,365.00,kg,nan,
3574,SS和牛 - M34後腿肉,,浩新,,抄碼,紐西蘭,,,,,,,,,115.00,kg,nan,
3575,SS和牛 - M34上後腿肉,,浩新,,抄碼,紐西蘭,,,,,,,,,115.00,kg,nan,
3576,SS和牛 - M34外腿肉,,浩新,,抄碼,紐西蘭,,,,,,,,,115.00,kg,nan,
3577,SS和牛 - M34脊肩肉,,浩新,,抄碼,紐西蘭,,,,,,,,,115.00,kg,nan,
3578,SS和牛 - M56牛霖肉蓋,,浩新,,抄碼,紐西蘭,,,,,,,,,255.00,kg,nan,
3579,SS和牛 - M56牛臀心肉,,浩新,,抄碼,紐西蘭,,,,,,,,,160.00,kg,nan,
3580,SS和牛 - M56西冷,,浩新,,抄碼,紐西蘭,,,,,,,,,385.00,kg,nan,
3581,SS和牛 - M56肉眼,牛肉眼,浩新,BEEF,抄碼,紐西蘭,,,,,,,,,470.00,kg,nan,
